,Statement,Emotion
25537,Who?,anger
25538, this is perfect ! What do you think ? ,joy
25539," Oh , yes , Mr Wang , i look at your resume you emailed , very impressive , are you a P . M . ~ meet someone like you , i was thinking of calling you this afternoon , and having a telephone interview . ",joy
25540, Why didn't you just call ? I hate sending SMS messages . ,anger
25541, What ! How am I supposed to get to school or go shopping ? This is not happening ! ,surprise
25542,No-no-no-no-no we came together!,joy
25543," That would be perfect , thank you . ",joy
25544, it ’ s great ! I ’ Ve learned a lot form reading it . ,joy
25545,Wait!,surprise
25546, Thanks very much and you're very eloquent . ,joy
25547,"No, one of them...",neutral
25548,Makes me wanna puke!,disgust
25549,I can’t do this.,sadness
25550," Yes , I'm very pleased . I've just got two tickets to see the Olympic opening ceremony . ",joy
25551,"Eh, he said, thank you very much, he thinks you look very pretty tonight, your hair, golden like the sun.",joy
25552,"No, you can’t let this stop you from getting massages!",sadness
25553, No problem . ,joy
25554,Me too.,neutral
25555," I turned on my laptop and it broke ! I mean , the monitor went black ! ",fear
25556, My pleasure . ,joy
25557,"How can people do that?...  Oh, you guys, look! Ugly Naked Guy got gravity boots!",surprise
25558," Sure , if you've got any problem you can ask me . ",joy
25559, I don ’ t know . I didn ’ t really feel like going out . I guess I ’ m feeling a little homesick . ,sadness
25560," Sorry , I am not sure , can I take a message ? ",sadness
25561,Now let it go!,anger
25562," Oh yeah , it was great ! He took me to an Italian restaurant and we had an amazing conversation . I told him about how many kids I want , and how my parents will be so excited to meet him . ",joy
25563, Jane . Nice to meet you . ,joy
25564,"It’s just that I uh, have been working for ten years now at this meaningless, dead-end job and nobody here even knows I exist!",sadness
25565,I am totally fed up with my boss . He has crossed the line one too many times with his sexist comments . This time I am really going to report him for sexual harassment . ,disgust
25566,"That's right Ross, I can see you in your new apartment!",neutral
25567,"Yeah, they’re out of town.",neutral
25568,"Oh, hey, Gunther, check this out.",joy
25569,You're my hero . ,joy
25570, What ? What kind of drugs was he using ? ,surprise
25571, That's it ! ,joy
25572,We should always always break up together.,neutral
25573, I don't feel bored at all . I'm getting along with my colleagues . I will enjoy working with them . People are great in this industry . ,joy
25574," Yes , of course . ",joy
25575,"What we did was wrong. Oh god, I just had sex with somebody that wasn't alive during the Bicentennial.",disgust
25576,"Alright, you did it! Do we have any fruit?",joy
25577,Here comes the birthday cake . ,joy
25578, You are so kind . Thank you very much . ,joy
25579,Ha-ha!,joy
25580," Not yet , but I have to soon . He's eating me out of house and home . I caught him reading the fridge again last night ",disgust
25581,They say he's only got half a tank left.,neutral
25582,"Look Chandler, it was instinct! Okay? I just went for it!",anger
25583," Yes , he does have Richard ’ s eyes . The baby even looks like you than Richard does . ",joy
25584,You deal with it and move on!,joy
25585," The main product of Chende is various kinds of ferine mushroom and the almond . The mushroom tastes really good , and it is very different from the common mushrooms , and the snack made of almond is delicious . ",joy
25586,"No, I mean happy.",neutral
25587,"Well, actually, you only got to sing 'Memo-'.",neutral
25588," Thank you . Wow , your school has so many honors . Congratulations ! ",joy
25589,"Molly, ah, do you mind giving us just a minute?",neutral
25590,"I know, it's beautiful. Amazing.",joy
25591," Yes , it is very nice . I'll take it . ",joy
25592," I agree . They're very lovely , especially "" Huan Huan "" . ",joy
25593,"Little louder, okay, I think there's a man on the twelfth floor in a coma that didn't quite hear you...",anger
25594,Yeah...,neutral
25595,"What, Phoebe, did you whip the potatoes? Ross needs lumps!",anger
25596," Okay , now you are a famous star . ",joy
25597,"Yeah, well that's how mad I am!!",anger
25598,"Oh yeah, yeah! He's done tons of commercials. I've seen him in like Sugar Smacks,",joy
25599," Well , well , Mike.Fancy meeting you here . ",joy
25600, That's good . So I guess I'll have to make an appointment to see you . ,joy
25601," Thank you so much , Lisa ! ",joy
25602,"Yeah, yeah, you go talk to your friend. You tell him, ""Nice try.""",disgust
25603, It's nice of you to invite us . ,joy
25604, A barber shop ? ! ,surprise
25605, Just do whatever you feel like doing . ,joy
25606, Thank you for appreciating it . ,joy
25607," Down to his shoulders . It's beautiful , like gold . ",joy
25608,Hello?,neutral
25609,"Oh, and in case you were wondering, those are my legs on the new James Bond poster.",neutral
25610," You are welcome , sir . Good-bye . ",joy
25611,Wait a minute!,surprise
25612, It's nothing Nancy . ,joy
25613,You mean this.,neutral
25614,"Well, I've been reading up and for your information, minks are not very nice.",anger
25615," Oh , really ? Do you know why ? ",surprise
25616, Not too bad . ,joy
25617,"And we'll be like, 'Man get over it, it's been four years!!'",disgust
25618, Here ! Open mine first . ,joy
25619,"Listen, drama critics they’re nothing but, but people who couldn’t make it as actors. You know what you should do?",joy
25620,I got in there myself once.,neutral
25621,Yeah! And until then you are going to sing to me because the radio’s broken and you are selfish but have a nice voice.,anger
25622, Yeah . Isn't she hot ? ,joy
25623, Sure . What time would you like to come ? ,joy
25624," Good for you , keep it up . ",joy
25625," Thanks a lot Ayden . Every little bit will help . Tell you what , if you aren't doing anything tonight , why don't you come over and have dinner at my place . ",joy
25626,I'm very annoyed at your disobedience . ,anger
25627,"Yeah. Listen, can you keep this information to yourself?",neutral
25628, Sure that sounds great ! Are there any other fees ? ,joy
25629,"Ohh, God!",joy
25630, You are welcome . ,joy
25631,Isn't it wonderful walking here ? ,joy
25632, Who ? Me ? Could't give up smoking ? Nonsense ! Of course I could ! I know I could ! ,surprise
25633, Do you think so ? I don't like it very much . I found it rather uncomfortable . ,disgust
25634,Oh!,surprise
25635," What ? Oh , what we live ! Thank you very much for your help , miss . ",surprise
25636, Thank you . I wish I would . ,joy
25637, Great . Here's my Visa Credit Card . ,joy
25638,It seems that you are an optimistic man who doesn't dismay easily . That is what a good salesman needs . Good luck . ,joy
25639, I'm really sorry I let you down . I'll make it up to you somehow . ,sadness
25640," Hey , watch where you ’ re going ! ",disgust
25641,"We were playing chess, you said I was boring, and then you took off your energy mask and you were Cameron Diaz!",anger
25642,"Yeah well, once again not knocking pays off. I only wish you hadn’t been on the toilet.",surprise
25643," Well , the life style is much more relaxed than here in the city . And the seafood is tastier ! ",joy
25644,She really said that?,surprise
25645,"Aw, dammit!",surprise
25646, Really ? How can I do that ? ,surprise
25647, My pleasure.What a pity you have to leave so soon ! ,joy
25648, I just don't trust you any more . ,anger
25649, Thank you . ,joy
25650,"Phoebe, woo!",joy
25651, So what ? I just lost one hour's worth of work . ,anger
25652," No , that's it . Thanks . I really appreciate it . ",joy
25653, Thank you . Where is the washing room ? ,joy
25654,Well,neutral
25655, Wonderful ! I'll often come here for mountain climbing . ,joy
25656, What a large child ! ,surprise
25657,Y’know?,neutral
25658,"Oh, yeah, my firm represents the band.",neutral
25659,"Well, uh, I-I don't know. See when-when you put it that way y'know it does sort of",neutral
25660," Nice to meet you , John . ",joy
25661,God!,anger
25662,'Cause I-I got nothing!,anger
25663,Okay.,neutral
25664,Me too!,joy
25665,"Well, I'm totally over it Chandler. Friends forever! Don't come out here!",anger
25666,"Staying out all night , you frightened me to death . ",anger
25667,Yeah.,neutral
25668,Can I help you?,neutral
25669,"He’s right, even if it’s to say something complementary.",neutral
25670," It ’ s China ’ s service now . What a superb jump serve by Li , oh , and we have a let serve . The ball was coming in fast and almost made it over the net . ",joy
25671, Sure . I ’ ll also take some silver cuff link and a pair of silk ties . ,joy
25672,"Y'know, I feel like I've lost her..  Ba-!",joy
25673," Thank you very much , that's kind of you . ",joy
25674,The universe said I was going to meet a nice guy and that’s what they gave me?,anger
25675," The weather is good now , but I think it's suppose to rain this afternoon . ",joy
25676," Enjoy yourself , sir . ",joy
25677,Hello! Who’s in there?,neutral
25678, Thank you . Thank you very much . ,joy
25679,Would you care to join for the picnic tomorrow ? ,joy
25680," Oh , boy ! This is going to be great . I'm going to the gym right now ! ",joy
25681, Nothing . ,sadness
25682, Thanks . ,joy
25683," I'm sorry , but I'm afraid you've dialed the wrong number.There is no Stefan here . ",sadness
25684, That's great . Do you find that you eat a lot more fruit and vegetables now ? ,joy
25685," Oh ! I'm sorry , but I wish you could stay . ",surprise
25686,No.,neutral
25687,"I'm sorry sir, these are for the pharmaceutical convention",neutral
25688,That you enjoyed the occasional drink…ing binge.,neutral
25689, They must be amazing animals . ,joy
25690, Grangerfield ! You were in Grangerfield ? That's a completely different town ! How could you drive to a completely different town ? ,surprise
25691,What is it? Hey!,sadness
25692, Maybe I can meet you at the club and we can play tennis together . ,joy
25693, Best wishes for you . ,joy
25694, Of course ! ,joy
25695," My boss offered me a promotion , and I took it . ",joy
25696,"Oh hey, right back at ya.",neutral
25697," oh , don't mention it . It was terrible . ",disgust
25698," Nice to see you with us , Anne.Please make yourself at home . ",joy
25699,Excuse me?,surprise
25700, That sounds great . Where are you going ? ,joy
25701,Really?!,surprise
25702, What ? I was just having a friendly conversation with the lady here ... ,surprise
25703, Thank you.But does it really look all right ? ,joy
25704,"Well, that’ me.  Here, have this.  I’m only allowed one piece of carryon anyway.",neutral
25705," But you have had lily already ? You should have told me about her , but you didn't . ",anger
25706,Ow! Ow! Contraction.  Ow-ow! Ow-ow!,surprise
25707," Oh , my niece will love her ! How much for her ? ",joy
25708, It ’ s so nice and quiet in the woods . ,joy
25709, Really ? So your city does have some old history after all . ,surprise
25710, You are a woman after my own heart . I don't know many people who can handle spicy food . Are you sure you are up for hot pot ? ,joy
25711," I ’ m sorry . You can ’ t return it because too much time has passed since you purchased it . In order to receive a refund , you must return merchandise to the store within 90 days of purchase . ",sadness
25712, I enjoy the various characters and the plot . ,joy
25713, Okay . Good night . Have a good dream . ,joy
25714," If I have a chance , I'll enjoy the book . ",joy
25715,"Dr. Farber, we've got a bit of an emergency here...Jason Costalano is choking on his retainer.",fear
25716, You are very lucky to have such a nice family . ,joy
25717,Yeah.,neutral
25718,The answer is zero ! What a let-down ! ,surprise
25719, That's quite a compliment coming from you . ,joy
25720,"So what, so what you saw him with a girl?",neutral
25721,"See buddy, that's all you need, a bunch of toothless guys hitting each other with sticks.",neutral
25722,"Oh yeah, that sounds great.  Oh, and listen, it’s, it’s gonna be....",neutral
25723,"How would you characterize the theme of this book, uh let's see here , Rachel Green?",neutral
25724,"Oh-oh-oh-oh, how I do it is, I look a woman up and down and say, ""Hey, how you doin’?""",neutral
25725,Hey! Which one’s my turkey burger?,neutral
25726," Yes , I'm serious . I'm really sorry about missing your concert . ",sadness
25727, There is a beautiful state park here . I can see why so many people come out here to camp . ,joy
25728," Thank you , Mr . Smith . Your phone will be disconnected after this phone call . Have a nice day . ",joy
25729,"Hey, look, since we're neighbors and all, what do you say we uh, get together for a drink?",neutral
25730,"Oh, I don't make them a lot because I don't think it's fair to the other cookies",neutral
25731,"Ohh. Hey, remember when I ran into this thing  and it kinda knocked me out a little?",joy
25732, Thanks a lot . ,joy
25733,"Jane , what do think about this dinner ? ",joy
25734," No problem ! We have a broad selection of suits , all tailored made so that it will fit perfectly . ",joy
25735,I like it.,joy
25736,"I mean, this-this looks so great.",joy
25737, snakes ? there are even rodents and monkeys ! it's a world of exotic pets . ,joy
25738, You are really a good citizen . ,joy
25739,Hi.,neutral
25740, No way . It might belong to somebody else . You can't keep it here . ,anger
25741, You are welcome . ,joy
25742," Okay , thank you . ",joy
25743, What a good idea ! ,joy
25744,"Oh sure, Cilantro Larry.",neutral
25745,"No, I’ve just always wanted to do that. Can you help me clean this up?",neutral
25746," That's a big question . Well , if you're in love , maybe you will take every opportunity to talk to her or telephone her for no reason at all . ",joy
25747, That sounds ideal . Can we go to have a look at it ? we'd like to see it before making a final decision . ,joy
25748,"Ohh, welcome to an adult relationship!",joy
25749,Your search on this project has been excellent . ,joy
25750," $ 520 a month ? We don ’ t often have apartments as inexpensive as that.We have one apartment for $ 599 a month , on Seventh Avenue . It ’ s near the station . ",surprise
25751,"Uh, Phoebe we've been getting complaints and uh, we're gonna move you to a less high-profile spot.",neutral
25752," Thank you very much , sir . ",joy
25753,"Well, that just leaves the big Green poker machine, who owes fifteen...",neutral
25754,"Oh, it's so much more fun with you.",joy
25755, Let ’ s meet at 12 thirty . it will probably take us three or four hours to see all of the exhibits . ,joy
25756,Were you so late because you were burring this woman?,sadness
25757,"Uh, that was your sister actually.",neutral
25758,You can call off the roommate search!  Hi! I’ll be living here.,joy
25759," That ’ s great , because it uses natural materials rather than ones that scientists make themselves . I prefer natural remedies to man-made ones . ",joy
25760," Sure , I used to catch my legal limit of bass there all the time . ",joy
25761,Yay!!,joy
25762, You mean installation isn't included ? I'm very surprised . ,surprise
25763, It's our pleasure to do business with you . We'll let you have the offer next Wednesday at the latest . ,joy
25764,You’re my hero!,joy
25765,"No-no, this is my collection of fossil samples.",neutral
25766, Thanks . See ya . ,joy
25767, Don't worry about it . It's just a drop in the bucket . That car has more scratches on it than I can count . ,joy
25768, Here's your change . Thank you for shopping with us . ,joy
25769, Really ? That ’ s so cool . ,surprise
25770,Yeah.,neutral
25771, That's right . ,joy
25772, That ’ s great . Thanks a lot . ,joy
25773,Hey guys check it out! My mom sent me the paper!,joy
25774,Will you be okay when you immigrate to America ? ,joy
25775,"Hey, listen umm, what-what are you doing tonight?",neutral
25776, That's great . I'll take her . ,joy
25777," You , too . Where did you get your new hat ? ",joy
25778," Yes , they can . If you remember correctly , people used to believe that the world was flat . ",joy
25779,Do you really want to throw that all away over a room?,sadness
25780," Oh , really ! It looks so different . Our old place turns into a brand new place . ",joy
25781, No . I'll try them . Sounds good . ,joy
25782,"Umm, look I like you.",fear
25783,I'll never ever work together with him ! ,anger
25784,Thanks.,neutral
25785,Hey! Ross!,joy
25786,Hey Pheebs!,joy
25787," That's wonderful . He is killing two birds with one stone.Sir , please turn right at the next corner . And stop at the taxi stand . ",joy
25788,"Yes! Now, she feels terrible! She really wants to make up! You gotta find her.",anger
25789,Isabella Rosselini.,neutral
25790,"Yeah, or, or, or, Mississ-Pete.",neutral
25791," Art galleries , cathedrals , statues , fountains , palaces , bistros , there's really too much to say . ",joy
25792,Linda ? Is that you ? I haven't seen you in ages ! ,surprise
25793,"Anyway, I-I still think we should try to patch things up, y’know?",neutral
25794,Do you like climbing ? ,joy
25795,What?,neutral
25796, You're so old-fashioned . That's what people used to think about people from another country ! ,joy
25797,Oh and I need to talk to you.,neutral
25798,Whose handset sounds so beautiful ,joy
25799, That's the last time I'm trusting you with the transportation . ,sadness
25800,"So ah, we on for tomorrow?",neutral
25801, I'm sorry . I think we're out of this skirt in this color . Do you want me to call another one of our store to see if it's available there ? ,sadness
25802,"They were so ornate and beautiful, I mean look at that!",surprise
25803," Oh , my goodness . Who do I need to talk to ? ",surprise
25804, You should at least give me a call . ,anger
25805,"I mean we work together, so nothing could really ever happen between us, and what I would love is just to go to work on Monday, and-and never talk about this again, okay?",sadness
25806, That's an interesting combination . How about western movies ? ,joy
25807, Really ? I didn't expect that . ,surprise
25808," I think we can go to the river , go around and have supper . ",joy
25809, It is . Hurry up ! You ’ ll be late for school . ,anger
25810,I tried to reach you at work. There’s....been a fire.,sadness
25811,"Actually, I think you’re ready to go to the delivery room.",neutral
25812, I shouted it back of course . ,anger
25813, Sure . Here is your receipt and you can draw your tax paid for those goods at customs . ,joy
25814,"I hear ya, Mugsy!",neutral
25815, Thank you . ,joy
25816, That's kind of you to say . But ... the stuff we do here hasn't really challenged me very much at all . ,sadness
25817,Gimme them!,anger
25818," I'm not a very good singer , but I'm a really great dancer ! I love hip hop dancing . ",joy
25819,Tramp?!,surprise
25820," Yeah , my head hurts , that ’ s all . I ’ Ve been in physics class all day . It ’ s killer ! ",anger
25821,These things happen!,neutral
25822,"I overheard you guys on the phone the other day, and you said, ""I'll just tell Rachel that I'm doing laundry for a couple of hours.""",neutral
25823,"Well, I’m never gonna listen to you again, that’s for sure!",anger
25824, You're kidding ! Something as simple as that ? ,surprise
25825," During my trip here , I learned a lot and I get to know our choice of choosing your company as our partner is definitely right . I can feel and sense the potential of your company . And at last I wish our further cooperation will be sound and successful . ",joy
25826,Thanks!,joy
25827,"No? So you’re saying that if I called it, it wouldn’t ring?",anger
25828,"And-and another one had never been to a party before, so",surprise
25829, I'm going to throw a party tomorrow night . Would you like to come ? ,joy
25830,No.,neutral
25831,"Well I’m, I’m a little slow.  Just as our children would be.",neutral
25832,"Windows are clean, candels are lit.",neutral
25833, Certainly . Four more stops after this . I ’ ll call out the stops . ,joy
25834,You're our third call tonight.,neutral
25835,"Oh umm, my big scene is coming up. Big scene coming up.",joy
25836," I have to make money to support the family , so I have little time left to share with you . ",sadness
25837,Thanks.,neutral
25838, I'm glad you're satisfied with our work . I can assure you we've spared no effort and spent quite a sum of money in pushing the sales of your products . ,joy
25839, Very well . Just take your time . ,joy
25840," Yeah . Other than that , the real feature is the excellent drinks . Can I have your ticket ? ",joy
25841,"How do you do ? Nice to meet you , Diane . ",joy
25842," I enjoyed myself , too . ",joy
25843, Peak periods always entail hours of queuing . At least you got a nice tan though ! ,joy
25844, Well done ! I hope I can sing as well as you one day . ,joy
25845,It was unbelievable!,surprise
25846, You see this is the first time for me to use the swimming pool . I've got no idea about the water temperature of the pool . I'm afraid it might be a little cold . ,joy
25847,Tony looks very handsome in the suit . ,joy
25848,Oh.... my.... God.,surprise
25849,I am waiting for a fax but just now I found there's something wrong with the fax machine . ,sadness
25850, That sounds like fun . Would you mind some company ? ,joy
25851,"Chandler, Chandler, y’know what we should do? You and I should go out and get some new sunglasses.",joy
25852,Hi.,neutral
25853, OK . Bye ! ,joy
25854,Yeah!,joy
25855, You can't be serious . How dare you not tell me you were going to marry her ? ,anger
25856," Hey , wouldn't it be great if we could go to Thailand together sometime ? ",joy
25857, That's a good idea . Let's go ! ,joy
25858,"Excuse me, umm, can I talk to you over here for just a second?",anger
25859," Oh , man , look at her , go ! She is amazing ! She should be my sis . ",joy
25860,"Oh, okay, I'm having another one!",fear
25861,Monica! I’m not gonna screw it up!,anger
25862,How're you doing?,sadness
25863," Cool , fellow , what's the date today , buddy ? ",joy
25864," My invitation ? No , I haven't . My invitation to what ? ",surprise
25865, Come on ! We have been here for almost an hour ! I thought you said you were only going to get a few things ! How long does it take you to pick out a lipstick and some nail polish ! ,anger
25866, Thank you . I have got quite clear idea of it . ,joy
25867,"No you guys, I am not getting in a car with him, you’ll have to think of something else.",anger
25868, You're going to have to put in a lot of hours you know . ,joy
25869," Are you serious ? You studied mathematics at college for four years , and now you have a job working with your hands ! ",surprise
25870, You're right . I love it very much . ,joy
25871, It's almost as if this food has been sitting a little too long . It doesn't seem fresh . ,sadness
25872, Very beautiful and very interesting . But why do you hang them in the tree ? ,joy
25873,"Yeah, cheerie-o!",joy
25874, How many chances should I give you ? I've given up on you ! ,anger
25875,"and then, we could’ve gone from the ceremony to the reception with you in the sidecar!",joy
25876,Four hours? You guys have been doing this for four hours?,surprise
25877, Working in the gym is a very good way for losing weight . What else do you have ? ,joy
25878," I'm very delighted too . I'm sure that we'll have a wider range of cooperation . So , let's drink to the signing of our contract . ",joy
25879,"I can't decide which route to take to Vegas. Hey, you've traveled a lot right?",neutral
25880,"There was just one woman, wasn’t there?",neutral
25881,I’m Monica Gellar. Who do you know the bride and groom?,neutral
25882,"Oh, you’re such a gentleman.  Come on! We’re going to my place!",joy
25883,Yeah! Once.,neutral
25884,"Sweety, what are you talking about?",surprise
25885,So what are you saying? It’s now or never?,anger
25886, That should give us time for a cup of coffee . I'll go and get some . ,joy
25887," Since the early 1960 ' s , there are horror movies about people who encounter frightening , unnatural situations , and serious films such as documentarist about events that actually happened , and science fiction movies about possible friture and future worlds . Some people have also enjoyed watching psycho-dramas about the everyday problems that people have . ",joy
25888,Hi! It’s me.,sadness
25889, Daniel loves the beach very much ! ,joy
25890, Finally ! ,joy
25891, Thank you . I won ’ t miss it . ,joy
25892, So cool ! Can I get a load of it ? ,joy
25893,"Wow! Oh my God, well if they’ve ripped off our table ours must be much more than one and fifty dollars!",anger
25894, That's great . What's on tonight ? ,joy
25895,Hello.,neutral
25896, It's my pleasure . ,joy
25897, You are pretending ! ,joy
25898,My Goodness ! What a busy line so early in the morning ! Hello . ,surprise
25899,"Well, okay so, I don’t have it all worked out quite yet. Just don’t say anything to Rachel, please?",anger
25900,"Oh well that?s great, so I guess this is ah, this is good bye then. Huh?  Good bye.",joy
25901,"I ah, I work at",neutral
25902," Well , you are flattering me . I wouldn't say I am a professional , but I did receive some training at school . My music teacher used to be a professional singer . ",joy
25903,"No you do—y'know what, you’re not gonna suck me into this.",anger
25904, I can ’ t believe it . I guess I ’ ll be here until 10 again tonight . ,sadness
25905, What about some drink ? ,joy
25906, you'll love that . It's just a shot of espresso beans mixed with steam milk and some chocolate syrup . ,joy
25907,A beard and a moustache.,neutral
25908,To kill Bob??,surprise
25909, That's great ! Thank you very much . ,joy
25910," Don't be silly , forget about it . ",joy
25911, Is that so ? I'm glad you enjoyed it . ,joy
25912," that's cool . I can use the computer and the internet pretty well , but I'm a little bit slow in the latest trends of digital products . ",joy
25913, Playing tennis twice a week will be a good start . Count me in . ,joy
25914, You said you were only going to window shop ! ,anger
25915," No , thank you . ",joy
25916,What? I…I just figured since you’re pregnant you’re not gonna be seeing people.,surprise
25917, I can tell you worked hard on it . ,joy
25918,This is a hospital.,neutral
25919,I cannot get on a plane without one!,joy
25920,What's this?,neutral
25921, Thanks . I'll need a while to choose.Could you come back in a minute ? ,joy
25922,What?!,surprise
25923,Okay! We’ll need a six-pack of,neutral
25924, there's a gym nearby ? That's exciting ! I really want to start to go to gym as soon as possible . I've been lazy this summer holiday and have put on some weight . ,joy
25925, She is very nice and open-minded . ,joy
25926," I recommend you ride a bike instead of commuting by bus . It may offer you many benefits . First , it's good for your health . I'm afraid it's not necessary for me to further elaborate . While lots of people spend time like an hour each morning exercising , a bike ride to work not only builds you up , but also makes full use of time . You might as well sleep out for a longer hour . ",joy
25927,That could be a four or a five. It's your call.,neutral
25928," Don't worry , I will come to pick you up at about six thirty . ",joy
25929, My condolences . ,sadness
25930,That’s not true!,anger
25931, Oh Jeff ! I love you too ! I ’ m so glad we didn ’ t have to decide who keeps the motorcycle . ,joy
25932,Loved your Stevie Wonder last night.,joy
25933,"Aw, don't do that",sadness
25934, These shoes are great ! What is the price of this ? ,joy
25935,"Well , how did you enjoy your seaside trip ? ",joy
25936,"Now, do you have any idea what you just said?",neutral
25937, My washing machine isn't working . ,sadness
25938,Hi.,neutral
25939, That ’ s good . Will you tell me the details ? ,joy
25940,"I don’t know, something either trees or disease—Ralph mumbles a lot.",neutral
25941, Not at all . A party is a party . I'll be happy to come . ,joy
25942, Really ? I think you ’ ll love it . ,surprise
25943, Thank you for your reminding . ,joy
25944, Yes ! Let ’ s go sailing and water skiing . That ’ s so exciting . ,joy
25945, Did you really ? ,surprise
25946,Now couldn't you just have made some sort of inappropriate joke?,anger
25947,"Great. I’ll ah, see ya then.",joy
25948, That's what friends are for . ,joy
25949,Well…let’s just say,neutral
25950," Thanks for flattering me . I think you dance a lot , right ? ",joy
25951, OK . Bon voyage and a safe landing . ,joy
25952,"So Ross, what your problem?",anger
25953, No problem . See you ! ,joy
25954,I have to get back to,neutral
25955, That's an attractive plan . I'll think about it . ,joy
25956,"Uh, if I were omnipotent for a day, I'd.. make myself omnipotent forever.",neutral
25957," Well , look here . Ten new typewriters were delivered to my company yesterday afternoon and only five of them work properly . ",anger
25958, Thank you . I appreciate the compliment . ,joy
25959,Are you going to the movie theater with me tonight ? ,joy
25960," I am going to miss you , too . ",joy
25961, That's great . Let's go ! ,joy
25962,Look at this fair . This is my first chance to be involved in the fair . It is so gorgeous and amazing ! ,surprise
25963, That ’ s crazy ! ,surprise
25964,What?,surprise
25965, Wonderful . I'm eager to take a sauna as soon as possible . ,joy
25966,"So ah, Monica ready yet?",neutral
25967, Cool ! Is that why we only work eight hours now ? ,joy
25968, Haha . Wish you good luck . ,joy
25969," No , just a small one . Next let's sing ' Happy Birthday ' to Mary . ",joy
25970, Good luck ! ,joy
25971,"Oh, yeah. Had that dream.",neutral
25972,"Phoebs, It's open! It's open!",surprise
25973, I appreciate that . ,joy
25974,"How about a hammer, or a small blade?",neutral
25975,Okay.  Oh! Oh no.,surprise
25976,"Phoebe, we are so proud of you! You're amazing!",joy
25977, I like the way the blinds give you privacy from the street . ,joy
25978,Who am I?,anger
25979,We need the stuff.,neutral
25980," Glad to meet you , Ms.Baker . ",joy
25981,"Nothing, I’m just practicing blowing you off because I’m gonna be a big movie star!",surprise
25982, Thank you . ,joy
25983," That sounds attractive , all right , how about that we sign a one year contract ? ",joy
25984," Not exactly , except that I find horoscope predictions increasingly accurate . I came upon a website which sends me an up-dated message by e-mail each day forecasting my experience in detail . It is amazing to find these forecasts largely in line with my daily life . ",joy
25985, I know that . You don't have to tell me that . That's my problem . I know I have the right to work for the university . That's legal.But they don't have a job for me . And it's illegal for me to get a job elsewhere . ,sadness
25986,"That’s great! Wow man, so Joey must’ve really taught you some stuff huh?",surprise
25987,I personally could have a gallon of Alan.,joy
25988," Well , let's stop dragging our feet and find a Sichuan Hotpot restaurant for dinner ! ",joy
25989, Wow . He's heavy ! And his skin feels really cool . ,joy
25990," Yes , it is the right one ",joy
25991,"Here you go, maybe this'll cheer you up.",joy
25992,It is.,neutral
25993," Um , let me see . Hmm . This antique tea set here is gorgeous . ",joy
25994,"Ok, Pheebs, you know what, if we had that, we wouldn't be doing the ritual in the first place.",neutral
25995,Hey Chandler! Y’know that girl you went to college with who-who became a movie director?,neutral
25996, I'm glad you like it . ,anger
25997,"Um, I've got something in my eye, uh, Joey, could we check it in the light, please?",neutral
25998,Yes ! I finally lost that last five pounds I've been working on forever ! ,joy
25999, Bye . ,joy
26000,Still?,surprise
26001,Yeah me too.,neutral
26002, This is gonna be a great barbecue ! ,joy
26003, Really ? They didn't give you one with your ticket ? ,surprise
26004,They call me: 'Cookie Dude!',joy
26005,You roll another hard eight and we get married here tonight.,joy
26006,"Yeah! Totally! Totally, and you?",joy
26007, Mechwarrior is such a good game . The graphics are awesome ! ,joy
26008, You mean like a bus ? Have you ever traveled for ten hours on a bus before ? ,anger
26009,Oh! Thank you! Thank you! Thank you! Yes! Thank you!,joy
26010,No you didn't!,joy
26011, I did . But they said they won ’ t change them . ,sadness
26012,I love your bracelet . When did you get it ? ,joy
26013, That's too bad.They ' re such good company . ,sadness
26014,"Oh well, Chandler and Monica are over there and it's kinda hard to concentrate.",neutral
26015,I'm just gonna go over there and confront them right now!,anger
26016," Yeah , oh my god ! It's still there . We have our first date right on there . ",joy
26017, I'd love it . Working out is more fun with a friend . ,joy
26018," You can't do that , Jenny ! ",surprise
26019," Yes , it looks interesting . ",joy
26020,"Well, if you want, I'll just—I'll just break it off with her.",neutral
26021,"Okay, look, I-I know what you guys are going to say",neutral
26022, I love rumba and waltz . ,joy
26023,"Apparently, there’s like a million guys out there that can play Mac, and there’s only this one robot and this one guy who controls it!",surprise
26024,"Oh well, this was a really important experience for me, and    I wanted to share it with you.",joy
26025,You liked it? You really liked it?,surprise
26026,"No-no, they just had a big blowout over what to do with my room.",neutral
26027, They always make the front yards look so great for Open Houses . Let ’ s see what the inside looks like . ,joy
26028," No problem , sir . Everything will be ready when you come back . ",joy
26029," OK , I will.Thank you . ",joy
26030,"I mean, last year Elizabeth now-now this kid.",anger
26031, What do you mean ? I bought this computer just three years ago ! ,surprise
26032,"Yeah, we saw this really interesting website about marriage and how totally unnecessary it is and how its just a way for the government to keep tabs on you.",neutral
26033,"Hmm, noodle soup.",neutral
26034, I ’ ll appreciate your help ,joy
26035, Haven't you heard that your novel has won The Nobel Prize ? ,joy
26036," OK , I will . ",joy
26037,"Oh my God, Phoebe,",anger
26038,"Wait-wait, guys! If-if we follow the rules, it's still fun and it means something!",fear
26039,Two.,neutral
26040, Thank you . I'll certainly be there . ,joy
26041,"Oh , there is something wrong with my car . ",surprise
26042,Me neither! We have to get in!,surprise
26043, Thanks again for buying the tickets . That was the most exciting live concert I've ever seen . That silver electric guitar was really cool . ,joy
